"booking_id","origin","destination","travel_date","booking_date","days_in_advance","departure_hour","time_bucket","day_of_week","is_weekend","is_holiday","season","seat_class","total_seats","seats_booked","occupancy_rate","base_fare","season_mult","dow_mult","advance_mult","occupancy_mult","time_mult","holiday_mult","dynamic_fare","competitor_fare","demand_score","revenue"
"BK1847","TIRUNELVELI","MADURAI",2025-01-26,2025-01-22,4,17,"Evening","Sunday",TRUE,TRUE,"Winter","Sleeper",40,34,0.85,280,1.084,1.179,1.05,1.217,1.169,1.242,665,645,82.6,22610
"BK1919","TIRUNELVELI","TRICHY",2025-01-26,2025-01-24,2,17,"Evening","Sunday",TRUE,TRUE,"Winter","Seater",40,11,0.275,510,1.128,1.193,1.12,0.897,1.14,1.157,910,865,60,10010
"BK1993","TIRUNELVELI","TRICHY",2025-01-26,2024-12-30,27,14,"Afternoon","Sunday",TRUE,TRUE,"Winter","Seater",40,13,0.325,510,1.059,1.152,0.827,0.951,1.016,1.285,640,645,62.3,8320
"BK0057","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2025-01-27,2025-01-04,23,22,"Night","Monday",FALSE,FALSE,"Winter","Semi-Sleeper",40,21,0.525,680,1.055,1.021,0.866,1.011,1.081,1,695,740,41.2,14595
"BK0085","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2025-01-27,2025-01-16,11,18,"Evening","Monday",FALSE,FALSE,"Winter","Semi-Sleeper",40,37,0.925,680,1.077,0.971,0.93,1.316,1.158,1,1005,990,61,37185
"BK0221","CHENNAI KILAMBAKKAM KCBT","MADURAI",2025-01-27,2024-12-31,27,20,"Evening","Monday",FALSE,FALSE,"Winter","Semi-Sleeper",40,20,0.5,740,1.087,1.003,0.912,1.022,1.133,1,850,860,43.4,17000
"BK0687","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2025-01-27,2025-01-27,0,18,"Evening","Monday",FALSE,FALSE,"Winter","Sleeper",40,33,0.825,1050,1.103,0.962,1.453,1.279,1.127,1,2335,2180,53.1,77055
"BK0703","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2025-01-27,2025-01-17,10,22,"Night","Monday",FALSE,FALSE,"Winter","Seater",40,16,0.4,1020,1.057,1.043,0.993,0.914,1.024,1,1045,1070,36.9,16720
"BK0823","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2025-01-27,2025-01-03,24,6,"Early Morning","Monday",FALSE,FALSE,"Winter","Sleeper",40,26,0.65,750,1.069,0.985,0.845,1.059,0.924,1,655,625,48.8,17030
"BK0879","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2025-01-27,2024-12-29,29,21,"Night","Monday",FALSE,FALSE,"Winter","Sleeper",40,12,0.3,750,1.134,0.99,0.9,0.996,1.035,1,780,805,34.1,9360
"BK1180","MADURAI","TRICHY",2025-01-27,2025-01-20,7,7,"Early Morning","Monday",FALSE,FALSE,"Winter","Sleeper",40,18,0.45,220,1.139,0.951,1.049,0.941,0.944,1,220,230,41.2,3960
"BK1500","NAGERCOIL","TRICHY",2025-01-27,2025-01-23,4,18,"Evening","Monday",FALSE,FALSE,"Winter","Sleeper",40,34,0.85,650,1.067,1.024,1.07,1.256,1.175,1,1120,1075,57.1,38080
"BK1542","THANJAVUR","TRICHY",2025-01-27,2025-01-26,1,19,"Evening","Monday",FALSE,FALSE,"Winter","Sleeper",40,10,0.25,120,1.149,1.044,1.284,0.789,1.147,1,165,175,30.9,1650
"BK1548","THANJAVUR","TRICHY",2025-01-27,2025-01-16,11,19,"Evening","Monday",FALSE,FALSE,"Winter","Sleeper",40,24,0.6,120,1.064,0.967,0.907,1.061,1.178,1,140,130,45.8,3360
"BK1588","THANJAVUR","TRICHY",2025-01-27,2025-01-17,10,19,"Evening","Monday",FALSE,FALSE,"Winter","Sleeper",40,17,0.425,120,1.077,1.017,0.958,0.975,1.134,1,140,135,41.9,2380
"BK1995","TIRUNELVELI","TRICHY",2025-01-27,2025-01-21,6,22,"Night","Monday",FALSE,FALSE,"Winter","Seater",40,22,0.55,510,1.127,0.969,1.095,1.007,1.089,1,670,700,46.9,14740
"BK2069","TIRUPPUR","SALEM",2025-01-27,2025-01-22,5,19,"Evening","Monday",FALSE,FALSE,"Winter","Semi-Sleeper",40,27,0.675,210,1.058,1.045,1.026,1.089,1.112,1,290,295,50.1,7830
"BK2100","TIRUPPUR","SALEM",2025-01-27,2025-01-26,1,19,"Evening","Monday",FALSE,FALSE,"Winter","Sleeper",40,35,0.875,210,1.07,0.982,1.276,1.189,1.122,1,375,370,56,13125
"BK0037","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2025-01-28,2025-01-17,11,8,"Early Morning","Tuesday",FALSE,FALSE,"Winter","Sleeper",40,19,0.475,680,1.136,1.026,0.929,0.954,0.91,1,640,630,42.1,12160
"BK0274","CHENNAI KILAMBAKKAM KCBT","MADURAI",2025-01-28,2025-01-25,3,8,"Early Morning","Tuesday",FALSE,FALSE,"Winter","Sleeper",40,18,0.45,740,1.112,0.965,1.142,0.949,0.908,1,780,805,42,14040
"BK0409","CHENNAI KILAMBAKKAM KCBT","SALEM",2025-01-28,2025-01-25,3,17,"Evening","Tuesday",FALSE,FALSE,"Winter","Semi-Sleeper",40,30,0.75,535,1.091,0.957,1.235,1.163,1.171,1,940,990,51.6,28200
"BK0625","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2025-01-28,2025-01-26,2,10,"Morning","Tuesday",FALSE,FALSE,"Winter","Semi-Sleeper",40,16,0.4,1050,1.073,0.97,1.222,0.959,1.06,1,1355,1320,36.9,21680
"BK0742","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2025-01-28,2024-12-31,28,8,"Early Morning","Tuesday",FALSE,FALSE,"Winter","Sleeper",40,18,0.45,1020,1.116,1.024,0.825,0.968,0.924,1,860,910,42.3,15480
"BK0786","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2025-01-28,2025-01-04,24,18,"Evening","Tuesday",FALSE,FALSE,"Winter","Sleeper",40,28,0.7,1020,1.131,0.967,0.814,1.003,1.125,1,1025,970,51.4,28700
"BK0980","CHENNAI KILAMBAKKAM KCBT","TRICHY",2025-01-28,2025-01-22,6,14,"Afternoon","Tuesday",FALSE,FALSE,"Winter","Semi-Sleeper",40,20,0.5,530,1.116,1.003,1.011,1.105,0.974,1,645,690,41.9,12900
"BK1104","MADURAI","TRICHY",2025-01-28,2025-01-18,10,7,"Early Morning","Tuesday",FALSE,FALSE,"Winter","Seater",40,35,0.875,220,1.132,0.958,0.924,1.299,0.888,1,255,260,55.9,8925
"BK1147","MADURAI","TRICHY",2025-01-28,2025-01-28,0,18,"Evening","Tuesday",FALSE,FALSE,"Winter","Semi-Sleeper",40,32,0.8,220,1.069,1.025,1.345,1.185,1.197,1,460,445,52.4,14720
"BK1461","NAGERCOIL","TRICHY",2025-01-28,2025-01-14,14,18,"Evening","Tuesday",FALSE,FALSE,"Winter","Sleeper",40,29,0.725,650,1.082,0.995,0.97,1.023,1.158,1,805,815,49.3,23345
"BK0111","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2025-01-29,2025-01-08,21,17,"Evening","Wednesday",FALSE,FALSE,"Winter","Sleeper",40,32,0.8,825,1.143,0.963,0.833,1.178,1.153,1,1025,960,55.9,32800
"BK0193","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2025-01-29,2025-01-27,2,22,"Night","Wednesday",FALSE,FALSE,"Winter","Sleeper",40,22,0.55,825,1.123,1.034,1.191,1.04,1.057,1,1255,1280,45.5,27610
"BK0250","CHENNAI KILAMBAKKAM KCBT","MADURAI",2025-01-29,2025-01-16,13,19,"Evening","Wednesday",FALSE,FALSE,"Winter","Sleeper",40,39,0.975,740,1.071,1.031,0.946,1.494,1.159,1,1340,1305,62.2,52260
"BK0260","CHENNAI KILAMBAKKAM KCBT","MADURAI",2025-01-29,2025-01-04,25,8,"Early Morning","Wednesday",FALSE,FALSE,"Winter","Semi-Sleeper",40,14,0.35,740,1.057,1.044,0.898,0.989,0.964,1,700,655,35.7,9800
"BK0384","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2025-01-29,2025-01-10,19,10,"Morning","Wednesday",FALSE,FALSE,"Winter","Semi-Sleeper",40,15,0.375,1145,1.053,1.002,0.837,0.974,1.057,1,1040,1015,37.2,15600
"BK0626","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2025-01-29,2025-01-19,10,20,"Evening","Wednesday",FALSE,FALSE,"Winter","Sleeper",40,24,0.6,1050,1.125,0.999,0.975,1.043,1.189,1,1430,1480,44.5,34320
"BK1613","TIRUCHENDUR","MADURAI",2025-01-29,2025-01-11,18,7,"Early Morning","Wednesday",FALSE,FALSE,"Winter","Sleeper",40,21,0.525,320,1.118,1.044,0.859,1.087,0.885,1,310,305,41.5,6510
"BK1761","TIRUCHENDUR","TRICHY",2025-01-29,2025-01-14,15,10,"Morning","Wednesday",FALSE,FALSE,"Winter","Sleeper",40,18,0.45,535,1.101,1.035,0.827,0.978,0.994,1,490,525,39.6,8820
"BK1782","TIRUCHENDUR","TRICHY",2025-01-29,2025-01-10,19,18,"Evening","Wednesday",FALSE,FALSE,"Winter","Semi-Sleeper",40,33,0.825,535,1.066,1.038,0.807,1.254,1.194,1,715,730,53.1,23595
"BK1959","TIRUNELVELI","TRICHY",2025-01-29,2025-01-23,6,20,"Evening","Wednesday",FALSE,FALSE,"Winter","Semi-Sleeper",40,30,0.75,510,1.07,1.003,1.065,1.171,1.172,1,800,755,50.3,24000
"BK1975","TIRUNELVELI","TRICHY",2025-01-29,2025-01-08,21,5,"Early Morning","Wednesday",FALSE,FALSE,"Winter","Seater",40,38,0.95,510,1.111,0.991,0.892,1.363,0.91,1,620,575,58.9,23560
"BK2095","TIRUPPUR","SALEM",2025-01-29,2025-01-18,11,17,"Evening","Wednesday",FALSE,FALSE,"Winter","Sleeper",40,18,0.45,210,1.144,1.038,0.916,0.952,1.127,1,245,225,40.5,4410
"BK0078","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2025-01-30,2025-01-20,10,18,"Evening","Thursday",FALSE,FALSE,"Winter","Sleeper",40,30,0.75,680,1.065,0.998,0.988,1.174,1.137,1,955,1020,53.1,28650
"BK0138","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2025-01-30,2025-01-18,12,17,"Evening","Thursday",FALSE,FALSE,"Winter","Semi-Sleeper",40,15,0.375,825,1.117,1.049,0.936,0.95,1.133,1,975,1035,38.9,14625
"BK0399","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2025-01-30,2025-01-20,10,22,"Night","Thursday",FALSE,FALSE,"Winter","Sleeper",40,13,0.325,1145,1.11,1.019,0.916,0.972,1.088,1,1255,1310,37.9,16315
"BK0494","CHENNAI KILAMBAKKAM KCBT","SALEM",2025-01-30,2025-01-13,17,18,"Evening","Thursday",FALSE,FALSE,"Winter","Sleeper",40,23,0.575,535,1.093,0.97,0.916,1.036,1.135,1,610,655,46.2,14030
"BK0634","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2025-01-30,2024-12-31,30,20,"Evening","Thursday",FALSE,FALSE,"Winter","Seater",40,14,0.35,1050,1.092,1.031,0.894,0.916,1.157,1,1120,1170,35.1,15680
"BK0770","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2025-01-30,2025-01-23,7,10,"Morning","Thursday",FALSE,FALSE,"Winter","Seater",40,31,0.775,1020,1.147,1.015,1.051,1.24,1.024,1,1585,1665,52.2,49135
"BK0785","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2025-01-30,2025-01-20,10,21,"Night","Thursday",FALSE,FALSE,"Winter","Sleeper",40,11,0.275,1020,1.125,1.031,0.919,0.83,1.092,1,985,935,31.5,10835
"BK0807","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2025-01-30,2025-01-23,7,17,"Evening","Thursday",FALSE,FALSE,"Winter","Sleeper",40,14,0.35,750,1.107,0.995,1.097,0.954,1.119,1,970,990,35.8,13580
"BK0954","CHENNAI KILAMBAKKAM KCBT","TRICHY",2025-01-30,2025-01-18,12,22,"Night","Thursday",FALSE,FALSE,"Winter","Semi-Sleeper",40,19,0.475,530,1.065,0.985,0.954,0.943,1.016,1,510,550,39.4,9690
"BK0991","CHENNAI KILAMBAKKAM KCBT","TRICHY",2025-01-30,2025-01-28,2,14,"Afternoon","Thursday",FALSE,FALSE,"Winter","Sleeper",40,16,0.4,530,1.112,1.024,1.112,0.991,1.066,1,710,715,37,11360
"BK1397","NAGERCOIL","TIRUNELVELI",2025-01-30,2025-01-30,0,19,"Evening","Thursday",FALSE,FALSE,"Winter","Semi-Sleeper",40,36,0.9,145,1.081,0.97,1.485,1.471,1.139,1,380,355,60.2,13680
"BK1561","THANJAVUR","TRICHY",2025-01-30,2025-01-28,2,17,"Evening","Thursday",FALSE,FALSE,"Winter","Sleeper",40,31,0.775,120,1.12,1.023,1.23,1.177,1.114,1,220,215,54.7,6820
"BK1618","TIRUCHENDUR","MADURAI",2025-01-30,2025-01-08,22,22,"Night","Thursday",FALSE,FALSE,"Winter","Sleeper",40,24,0.6,320,1.085,1.042,0.85,1.117,1.008,1,345,325,46,8280
"BK1867","TIRUNELVELI","MADURAI",2025-01-30,2025-01-11,19,22,"Night","Thursday",FALSE,FALSE,"Winter","Sleeper",40,32,0.8,280,1.078,1.037,0.846,1.216,1.096,1,355,370,52.7,11360
"BK1989","TIRUNELVELI","TRICHY",2025-01-30,2025-01-29,1,19,"Evening","Thursday",FALSE,FALSE,"Winter","Semi-Sleeper",40,24,0.6,510,1.101,0.982,1.469,1.08,1.119,1,980,975,46.2,23520
"BK0003","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2025-01-31,2025-01-12,19,20,"Evening","Friday",FALSE,FALSE,"Winter","Semi-Sleeper",40,27,0.675,680,1.052,1.06,0.886,1.072,1.161,1,835,850,59.7,22545
"BK0192","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2025-01-31,2025-01-26,5,10,"Morning","Friday",FALSE,FALSE,"Winter","Semi-Sleeper",40,25,0.625,825,1.1,1.115,1.057,1.122,1.032,1,1240,1230,57.3,31000
"BK0866","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2025-01-31,2025-01-24,7,20,"Evening","Friday",FALSE,FALSE,"Winter","Seater",40,26,0.65,750,1.144,1.094,1.032,1.051,1.156,1,1175,1120,58.9,30550
"BK0930","CHENNAI KILAMBAKKAM KCBT","TRICHY",2025-01-31,2025-01-23,8,17,"Evening","Friday",FALSE,FALSE,"Winter","Semi-Sleeper",40,23,0.575,530,1.126,1.065,0.92,1.124,1.159,1,760,780,54.5,17480
"BK1007","COIMBATORE","SALEM",2025-01-31,2025-01-09,22,10,"Morning","Friday",FALSE,FALSE,"Winter","Sleeper",40,27,0.675,295,1.125,1.077,0.859,1.005,1.061,1,330,320,61.5,8910
"BK1091","COIMBATORE","SALEM",2025-01-31,2025-01-02,29,20,"Evening","Friday",FALSE,FALSE,"Winter","Sleeper",40,14,0.35,295,1.093,1.127,0.807,0.998,1.151,1,335,340,45.9,4690
"BK1154","MADURAI","TRICHY",2025-01-31,2025-01-25,6,22,"Night","Friday",FALSE,FALSE,"Winter","Semi-Sleeper",40,25,0.625,220,1.057,1.054,1.079,1.113,1.014,1,300,310,59.4,7500
"BK1404","NAGERCOIL","TRICHY",2025-01-31,2025-01-31,0,7,"Early Morning","Friday",FALSE,FALSE,"Winter","Seater",40,13,0.325,650,1.137,1.093,1.437,0.904,0.935,1,980,1055,45.5,12740
"BK1525","THANJAVUR","TRICHY",2025-01-31,2025-01-06,25,17,"Evening","Friday",FALSE,FALSE,"Winter","Semi-Sleeper",40,38,0.95,120,1.052,1.102,0.866,1.332,1.132,1,180,180,70.9,6840
"BK1595","THANJAVUR","TRICHY",2025-01-31,2025-01-30,1,20,"Evening","Friday",FALSE,FALSE,"Winter","Seater",40,32,0.8,120,1.112,1.056,1.473,1.226,1.196,1,305,315,64.1,9760
"BK1630","TIRUCHENDUR","MADURAI",2025-01-31,2025-01-09,22,14,"Afternoon","Friday",FALSE,FALSE,"Winter","Seater",40,11,0.275,320,1.118,1.086,0.813,0.844,1.028,1,275,270,42.7,3025
"BK1904","TIRUNELVELI","TRICHY",2025-01-31,2025-01-10,21,6,"Early Morning","Friday",FALSE,FALSE,"Winter","Sleeper",40,30,0.75,510,1.099,1.063,0.894,1.289,0.901,1,620,575,63.3,18600
"BK0017","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2025-02-01,2025-01-27,5,18,"Evening","Saturday",TRUE,FALSE,"Winter","Semi-Sleeper",40,31,0.775,680,1.056,1.132,1.092,1.207,1.117,1,1195,1120,61.1,37045
"BK0049","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2025-02-01,2025-01-03,29,22,"Night","Saturday",TRUE,FALSE,"Winter","Sleeper",40,24,0.6,680,1.108,1.192,0.905,1.098,1.076,1,960,900,58.8,23040
"BK0667","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2025-02-01,2025-01-26,6,14,"Afternoon","Saturday",TRUE,FALSE,"Winter","Sleeper",40,14,0.35,1050,1.115,1.101,1.074,0.947,1.035,1,1355,1345,46.3,18970
"BK0840","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2025-02-01,2025-01-28,4,10,"Morning","Saturday",TRUE,FALSE,"Winter","Sleeper",40,31,0.775,750,1.12,1.178,1.08,1.22,1.053,1,1375,1275,64.6,42625
"BK0955","CHENNAI KILAMBAKKAM KCBT","TRICHY",2025-02-01,2025-01-30,2,21,"Night","Saturday",TRUE,FALSE,"Winter","Semi-Sleeper",40,12,0.3,530,1.101,1.124,1.175,0.959,1.091,1,805,870,44.7,9660
"BK1163","MADURAI","TRICHY",2025-02-01,2025-01-24,8,8,"Early Morning","Saturday",TRUE,FALSE,"Winter","Semi-Sleeper",40,35,0.875,220,1.069,1.179,0.955,1.263,0.927,1,310,290,67,10850
"BK1241","NAGERCOIL","MADURAI",2025-02-01,2025-01-23,9,20,"Evening","Saturday",TRUE,FALSE,"Winter","Sleeper",40,14,0.35,420,1.06,1.187,0.918,0.99,1.146,1,550,585,47.5,7700
"BK1614","TIRUCHENDUR","MADURAI",2025-02-01,2025-01-20,12,18,"Evening","Saturday",TRUE,FALSE,"Winter","Sleeper",40,17,0.425,320,1.09,1.158,0.922,0.987,1.12,1,410,420,48.8,6970
"BK1629","TIRUCHENDUR","MADURAI",2025-02-01,2025-01-14,18,20,"Evening","Saturday",TRUE,FALSE,"Winter","Seater",40,40,1,320,1.095,1.18,0.916,1.471,1.132,1,630,595,74,25200
"BK2057","TIRUPPUR","SALEM",2025-02-01,2025-01-15,17,19,"Evening","Saturday",TRUE,FALSE,"Winter","Sleeper",40,39,0.975,210,1.137,1.111,0.845,1.409,1.186,1,375,375,71.7,14625
"BK2070","TIRUPPUR","SALEM",2025-02-01,2025-01-30,2,17,"Evening","Saturday",TRUE,FALSE,"Winter","Sleeper",40,40,1,210,1.064,1.159,1.204,1.452,1.104,1,500,470,74.3,20000
"BK2071","TIRUPPUR","SALEM",2025-02-01,2025-01-17,15,21,"Night","Saturday",TRUE,FALSE,"Winter","Sleeper",40,34,0.85,210,1.066,1.186,0.829,1.277,1.048,1,295,310,68.9,10030
"BK2075","TIRUPPUR","SALEM",2025-02-01,2025-01-26,6,5,"Early Morning","Saturday",TRUE,FALSE,"Winter","Sleeper",40,15,0.375,210,1.056,1.157,1.098,0.91,0.899,1,230,235,48.3,3450
"BK0104","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2025-02-02,2025-01-22,11,10,"Morning","Sunday",TRUE,FALSE,"Winter","Sleeper",40,24,0.6,825,1.066,1.129,0.95,1.075,0.951,1,965,910,55.2,23160
"BK0220","CHENNAI KILAMBAKKAM KCBT","MADURAI",2025-02-02,2025-01-14,19,20,"Evening","Sunday",TRUE,FALSE,"Winter","Semi-Sleeper",40,27,0.675,740,1.114,1.135,0.87,1.037,1.188,1,1000,1070,58.5,27000
"BK0234","CHENNAI KILAMBAKKAM KCBT","MADURAI",2025-02-02,2025-01-25,8,6,"Early Morning","Sunday",TRUE,FALSE,"Winter","Sleeper",40,13,0.325,740,1.071,1.176,0.946,0.979,0.936,1,805,760,45.7,10465
"BK0347","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2025-02-02,2025-01-17,16,20,"Evening","Sunday",TRUE,FALSE,"Winter","Sleeper",40,31,0.775,1145,1.065,1.16,0.898,1.195,1.148,1,1740,1765,61.6,53940
"BK0446","CHENNAI KILAMBAKKAM KCBT","SALEM",2025-02-02,2025-02-01,1,20,"Evening","Sunday",TRUE,FALSE,"Winter","Semi-Sleeper",40,40,1,535,1.058,1.148,1.398,1.452,1.103,1,1455,1355,72.3,58200
"BK0467","CHENNAI KILAMBAKKAM KCBT","SALEM",2025-02-02,2025-01-31,2,18,"Evening","Sunday",TRUE,FALSE,"Winter","Semi-Sleeper",40,26,0.65,535,1.104,1.189,1.179,1.069,1.117,1,990,1060,59.4,25740
"BK0789","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2025-02-02,2025-01-24,9,22,"Night","Sunday",TRUE,FALSE,"Winter","Semi-Sleeper",40,27,0.675,1020,1.089,1.111,0.911,1.063,1.059,1,1265,1340,59.3,34155
"BK1293","NAGERCOIL","MADURAI",2025-02-02,2025-01-16,17,19,"Evening","Sunday",TRUE,FALSE,"Winter","Sleeper",40,23,0.575,420,1.142,1.138,0.852,1.024,1.178,1,560,525,54.2,12880
"BK1322","NAGERCOIL","TIRUNELVELI",2025-02-02,2025-01-20,13,22,"Night","Sunday",TRUE,FALSE,"Winter","Semi-Sleeper",40,16,0.4,145,1.077,1.11,0.997,0.935,1.095,1,175,180,49.1,2800
"BK1920","TIRUNELVELI","TRICHY",2025-02-02,2025-01-05,28,20,"Evening","Sunday",TRUE,FALSE,"Winter","Sleeper",40,35,0.875,510,1.116,1.129,0.847,1.172,1.18,1,755,755,69.6,26425
"BK1928","TIRUNELVELI","TRICHY",2025-02-02,2025-01-21,12,21,"Night","Sunday",TRUE,FALSE,"Winter","Seater",40,32,0.8,510,1.112,1.116,0.936,1.24,1.011,1,745,705,66.7,23840
"BK1961","TIRUNELVELI","TRICHY",2025-02-02,2025-01-07,26,19,"Evening","Sunday",TRUE,FALSE,"Winter","Seater",40,11,0.275,510,1.061,1.165,0.829,0.798,1.165,1,485,505,41.3,5335
"BK1988","TIRUNELVELI","TRICHY",2025-02-02,2025-01-23,10,7,"Early Morning","Sunday",TRUE,FALSE,"Winter","Sleeper",40,15,0.375,510,1.125,1.112,0.94,0.92,0.938,1,515,540,49.9,7725
"BK0182","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2025-02-03,2025-01-23,11,5,"Early Morning","Monday",FALSE,FALSE,"Winter","Seater",40,12,0.3,825,1.148,1.038,0.98,0.914,0.953,1,840,805,34.1,10080
"BK0246","CHENNAI KILAMBAKKAM KCBT","MADURAI",2025-02-03,2025-02-03,0,19,"Evening","Monday",FALSE,FALSE,"Winter","Sleeper",40,13,0.325,740,1.138,1.023,1.409,0.911,1.107,1,1225,1190,37.9,15925
"BK0802","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2025-02-03,2025-01-22,12,18,"Evening","Monday",FALSE,FALSE,"Winter","Semi-Sleeper",40,32,0.8,750,1.14,1.012,0.963,1.228,1.112,1,1140,1065,53.6,36480
"BK0898","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2025-02-03,2025-01-30,4,5,"Early Morning","Monday",FALSE,FALSE,"Winter","Semi-Sleeper",40,37,0.925,750,1.063,0.952,1.031,1.313,0.928,1,955,920,57.6,35335
"BK1238","NAGERCOIL","MADURAI",2025-02-03,2025-01-24,10,17,"Evening","Monday",FALSE,FALSE,"Winter","Semi-Sleeper",40,34,0.85,420,1.1,0.991,0.984,1.272,1.189,1,680,630,56.7,23120
"BK2023","TIRUPPUR","SALEM",2025-02-03,2025-01-23,11,10,"Morning","Monday",FALSE,FALSE,"Winter","Semi-Sleeper",40,25,0.625,210,1.084,0.986,0.975,1.092,1.067,1,255,255,49.6,6375
"BK0068","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2025-02-04,2025-02-02,2,17,"Evening","Tuesday",FALSE,FALSE,"Winter","Semi-Sleeper",40,23,0.575,680,1.064,1,1.215,1.136,1.11,1,1110,1095,43.3,25530
"BK0205","CHENNAI KILAMBAKKAM KCBT","MADURAI",2025-02-04,2025-01-16,19,10,"Morning","Tuesday",FALSE,FALSE,"Winter","Sleeper",40,23,0.575,740,1.099,1.005,0.913,1.103,1.047,1,860,900,47.8,19780
"BK0254","CHENNAI KILAMBAKKAM KCBT","MADURAI",2025-02-04,2025-01-17,18,14,"Afternoon","Tuesday",FALSE,FALSE,"Winter","Semi-Sleeper",40,13,0.325,740,1.12,1.009,0.861,0.985,0.985,1,700,750,33.6,9100
"BK0266","CHENNAI KILAMBAKKAM KCBT","MADURAI",2025-02-04,2025-01-20,15,17,"Evening","Tuesday",FALSE,FALSE,"Winter","Sleeper",40,40,1,740,1.113,1.034,0.857,1.387,1.17,1,1185,1110,64.2,47400
"BK0393","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2025-02-04,2025-01-18,17,21,"Night","Tuesday",FALSE,FALSE,"Winter","Semi-Sleeper",40,21,0.525,1145,1.064,0.973,0.816,1.051,1.049,1,1070,1080,44,22470
"BK0451","CHENNAI KILAMBAKKAM KCBT","SALEM",2025-02-04,2025-02-01,3,22,"Night","Tuesday",FALSE,FALSE,"Winter","Sleeper",40,33,0.825,535,1.107,1.045,1.13,1.157,1.066,1,860,880,53.3,28380
"BK0860","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2025-02-04,2025-01-10,25,17,"Evening","Tuesday",FALSE,FALSE,"Winter","Sleeper",40,17,0.425,750,1.066,1.021,0.903,0.959,1.145,1,810,780,38.4,13770
"BK1054","COIMBATORE","SALEM",2025-02-04,2025-01-31,4,19,"Evening","Tuesday",FALSE,FALSE,"Winter","Semi-Sleeper",40,17,0.425,295,1.119,1.042,1.055,0.985,1.159,1,415,430,39.9,7055
"BK1170","MADURAI","TRICHY",2025-02-04,2025-02-04,0,18,"Evening","Tuesday",FALSE,FALSE,"Winter","Sleeper",40,27,0.675,220,1.115,0.996,1.373,1.075,1.106,1,400,400,49.3,10800
"BK1259","NAGERCOIL","MADURAI",2025-02-04,2025-01-12,23,20,"Evening","Tuesday",FALSE,FALSE,"Winter","Sleeper",40,25,0.625,420,1.104,1.005,0.809,1.123,1.184,1,500,480,45.9,12500
"BK1368","NAGERCOIL","TIRUNELVELI",2025-02-04,2025-01-11,24,22,"Night","Tuesday",FALSE,FALSE,"Winter","Sleeper",40,30,0.75,145,1.11,0.956,0.904,1.219,1.013,1,170,165,54,5100
"BK1421","NAGERCOIL","TRICHY",2025-02-04,2025-01-10,25,22,"Night","Tuesday",FALSE,FALSE,"Winter","Semi-Sleeper",40,19,0.475,650,1.089,1.024,0.871,0.936,1.055,1,625,645,43.5,11875
"BK1537","THANJAVUR","TRICHY",2025-02-04,2025-02-03,1,10,"Morning","Tuesday",FALSE,FALSE,"Winter","Sleeper",40,32,0.8,120,1.147,0.96,1.358,1.198,0.971,1,210,195,52.2,6720
"BK1661","TIRUCHENDUR","MADURAI",2025-02-04,2025-02-04,0,22,"Night","Tuesday",FALSE,FALSE,"Winter","Semi-Sleeper",40,35,0.875,320,1.097,0.963,1.348,1.28,1.005,1,585,565,58.1,20475
